Posted Date,Tran Date,Description,Card,Amount,Balance
6/12/2023,6/9/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($7.74),--
6/12/2023,6/9/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($17.98),--
6/12/2023,6/9/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($131.46),--
6/8/2023,6/8/2023,INTEREST CHARGE-CASH ADVA NCES,6918,($6.19),--
6/9/2023,6/8/2023,GOOGLE *YouTubePremium g.co/helppay# CA,6918,($7.92),--
6/8/2023,6/8/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($8.25),--
6/9/2023,6/8/2023,F15 CAFE ALOHA OR,6918,($8.85),--
6/9/2023,6/8/2023,76 - SEI 35335 BEAVERTON OR,8201,($40.57),--
6/8/2023,6/7/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($7.24),--
6/7/2023,6/7/2023,AMZN Mktp US*Y18P44G93 Amzn.com/bill WA,8201,($10.99),--
6/7/2023,6/7/2023,SQ *SALT & STRAW Beaverton OR,6918,($15.50),--
6/8/2023,6/7/2023,KFC C748019 BEAVERTON OR,6918,($16.08),--
6/8/2023,6/7/2023,CHEWY.COM 800-672-4399 FL,8201,($42.91),--
6/8/2023,6/7/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($43.96),--
6/7/2023,6/7/2023,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,"($5,000.00)",--
6/7/2023,6/6/2023,AMZN Mktp US Amzn.com/bill WA,8201,$189.75 ,--
6/8/2023,6/6/2023,THE HOME DEPOT #4001 PORTLAND OR,6918,$53.99 ,--
6/6/2023,6/6/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($12.25),--
6/7/2023,6/6/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($12.86),--
6/7/2023,6/6/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($27.75),--
6/8/2023,6/6/2023,THE HOME DEPOT #4001 PORTLAND OR,6918,($35.97),--
6/6/2023,6/6/2023,CHEWY.COM 800-672-4399 FL,8201,($75.99),--
6/8/2023,6/6/2023,THE HOME DEPOT 4001 PORTLAND OR,6918,($81.17),--
6/7/2023,6/5/2023,BURGER KING #30279 HILLSBORO OR,6918,($11.19),--
6/7/2023,6/5/2023,FIREHOUSE SUBS 1062 QSR BEAVERTON OR,6918,($14.00),--
6/6/2023,6/5/2023,RON TONKIN CJDRF MILWAUKIE OR,6918,"($5,000.00)",--
6/5/2023,6/4/2023,MOB PAYMENT RECEIVED,6918,"$6,600.00 ",--
6/6/2023,6/4/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($3.95),--
6/6/2023,6/4/2023,MARKET@WORK 2067379149 RENTON WA,6918,($7.47),--
6/5/2023,6/4/2023,SQ *KAADY CAR WASHES Beaverton OR,6918,($10.00),--
6/5/2023,6/4/2023,AMZN Mktp US*N20Z65FL3 Amzn.com/bill WA,8201,($10.49),--
6/6/2023,6/4/2023,TACO BELL #032951 GLADSTONE OR,6918,($10.74),--
6/5/2023,6/4/2023,KFC C748019 BEAVERTON OR,6918,($18.07),--
6/5/2023,6/4/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($25.89),--
6/5/2023,6/4/2023,RED ROBIN NO 41 BEAVERTON OR,6918,($46.00),--
6/5/2023,6/3/2023,ROSS STORES #1038 BEAVERTON OR,6918,($27.96),--
6/5/2023,6/3/2023,TARGET 00003442 BEAVERTON OR,6918,($36.00),--
6/5/2023,6/3/2023,TJMAXX #0343 BEAVERTON OR,8201,($37.95),--
6/5/2023,6/3/2023,PETCO 251 63502512 BEAVERTON OR,6918,($66.99),--
6/5/2023,6/2/2023,MICHAELS STORES 9887 BEAVERTON OR,8201,$53.94 ,--
6/5/2023,6/2/2023,THE UPS STORE 1438 360-2596181 OR,6918,($1.00),--
6/5/2023,6/2/2023,CANTEEN VENDING PORTLAND OR,6918,($2.00),--
6/5/2023,6/2/2023,OLD SPAGHETTI FCTRY 30 HILLSBORO OR,6918,($56.00),--
6/5/2023,6/2/2023,MICHAELS STORES 9887 BEAVERTON OR,8201,($119.97),--
6/5/2023,6/1/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($2.79),--
6/1/2023,6/1/2023,Prime Video 888-802-3080 WA,6918,($8.99),--
6/1/2023,6/1/2023,IPSY GLAM BAG HELP.IPSY.COM CA,6918,($14.99),--
6/5/2023,6/1/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($43.26),--
6/2/2023,6/1/2023,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($197.83),--
6/2/2023,6/1/2023,YSI*Pallas Apartment Home 503-6055000 OR,6918,"($2,711.14)",--
6/1/2023,5/31/2023,F15 CAFE ALOHA OR,6918,($7.17),--
5/31/2023,5/31/2023,AMZN MKTP US*AI59D0913 AM AMZN.COM/BILL WA,8201,($19.99),--
5/31/2023,5/31/2023,AMZN Mktp US*681GY7PH3 Amzn.com/bill WA,6918,($47.00),--
6/1/2023,5/31/2023,MICHAELS #9490 800-642-4235 TX,8201,($53.94),--
5/31/2023,5/30/2023,AMAZON.COM*PA9CR62H3 AMZN AMZN.COM/BILL WA,8201,($13.97),--
5/31/2023,5/30/2023,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($189.42),--
5/30/2023,5/30/2023,AMZN Mktp US*A65EC8BK3 Amzn.com/bill WA,6918,($324.90),--
5/30/2023,5/29/2023,WHOLEFDS TAN 10327 HILLSBORO OR,6918,($4.81),--
5/30/2023,5/29/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($12.86),--
5/29/2023,5/29/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
5/31/2023,5/29/2023,OFFICE DEPOT #3369 800-463-3768 OR,8201,($28.49),--
5/30/2023,5/29/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($57.73),--
5/30/2023,5/29/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($257.15),--
5/30/2023,5/29/2023,All-Clad Metalcrafte Parsippany NJ,6918,($810.00),--
5/29/2023,5/28/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($37.10),--
5/31/2023,5/28/2023,HOPS ON TAP TIGARD OR,6918,($40.80),--
5/29/2023,5/28/2023,76 - SEI 35335 BEAVERTON OR,8201,($55.48),--
5/31/2023,5/27/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($11.46),--
5/29/2023,5/27/2023,AMZN Mktp US*CP3QJ8BH3 Amzn.com/bill WA,6918,($11.99),--
5/29/2023,5/27/2023,PASTINI CEDAR HILLS BEAVERTON OR,6918,($50.15),--
5/29/2023,5/27/2023,FRANK'S NOODLE HOUSE. BEAVERTON OR,6918,($55.20),--
5/29/2023,5/27/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($243.23),--
5/29/2023,5/26/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.18),--
5/29/2023,5/26/2023,AMZN MKTP US*8S7YE34Q3 AM AMZN.COM/BILL WA,6918,($9.99),--
5/26/2023,5/26/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
5/29/2023,5/26/2023,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($24.77),--
5/29/2023,5/26/2023,KINGPINS BEAVERTON ARCADE BEAVERTON OR,6918,($25.00),--
5/29/2023,5/26/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,8201,($36.95),--
5/29/2023,5/26/2023,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($53.37),--
5/29/2023,5/26/2023,AMZN MKTP US*6L6739ZB3 AM AMZN.COM/BILL WA,6918,($74.98),--
5/26/2023,5/26/2023,AMZN Mktp US*Z90KD1TG3 Amzn.com/bill WA,6918,($140.70),--
5/25/2023,5/25/2023,Etsy.com - JanesDreamySto 718-8557955 NY,8201,($4.64),--
5/29/2023,5/25/2023,TACO BELL #2253 BEAVERTON OR,6918,($10.95),--
5/25/2023,5/25/2023,eBay O*27-10089-62054 408-3766151 CA,6918,($19.94),--
5/25/2023,5/25/2023,eBay O*27-10089-62055 408-3766151 CA,6918,($22.96),--
5/25/2023,5/25/2023,eBay O*27-10089-62056 408-3766151 CA,6918,($24.90),--
5/25/2023,5/25/2023,AMZN Mktp US*QU2S21EU3 Amzn.com/bill WA,8201,($32.86),--
5/25/2023,5/25/2023,AMZN Mktp US*SD8FJ1UX3 Amzn.com/bill WA,6918,($47.98),--
5/25/2023,5/24/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.78),--
5/25/2023,5/24/2023,SQ *KAADY CAR WASHES Beaverton OR,6918,($15.00),--
5/26/2023,5/24/2023,ROSS STORES #1038 BEAVERTON OR,6918,($125.94),--
5/23/2023,5/23/2023,AMZN Mktp US*BX9QQ3VF3 Amzn.com/bill WA,6918,($59.00),--
5/24/2023,5/23/2023,GEICO *AUTO 800-841-3000 DC,6918,($121.70),--
5/23/2023,5/23/2023,AMZN Mktp US*2357U0ZV3 Amzn.com/bill WA,8201,($189.75),--
5/23/2023,5/22/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.27),--
5/24/2023,5/22/2023,REAL DEBRID LEVALLOIS PER,6918,($17.33),--
5/23/2023,5/22/2023,AMZN Mktp US*O25M54C23 Amzn.com/bill WA,8201,($21.99),--
5/24/2023,5/22/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($34.49),--
5/23/2023,5/22/2023,PETSMART # 0384 BEAVERTON OR,8201,($89.87),--
5/23/2023,5/22/2023,VISTAPETHOSPITAL.NET 503-2972218 OR,6918,($482.95),--
5/22/2023,5/21/2023,AMZN MKTP US AMZN.COM/BILAMZN.COM/BILL WA,8201,$46.99 ,--
5/22/2023,5/21/2023,SQ *SALT & STRAW Beaverton OR,6918,($23.50),--
5/23/2023,5/21/2023,TST* Toms Pancake House Beaverton OR,6918,($30.58),--
5/23/2023,5/21/2023,OUTBACK 3811 PORTLAND OR,6918,($77.00),--
5/23/2023,5/21/2023,JIFFY LUBE #2531 PORTLAND OR,8201,($106.32),--
5/22/2023,5/21/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($136.89),--
5/22/2023,5/20/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.08),--
5/22/2023,5/20/2023,TARGET 00034132 PORTLAND OR,6918,($127.25),--
5/19/2023,5/19/2023,MOB PAYMENT RECEIVED,6918,"$3,749.16 ",--
5/22/2023,5/19/2023,AMZN Mktp US*CM7CT0L93 Amzn.com/bill WA,6918,($38.69),--
5/22/2023,5/19/2023,AMZN Mktp US*EO6S732K3 Amzn.com/bill WA,8201,($89.97),--
5/19/2023,5/18/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.78),--
5/19/2023,5/18/2023,76 - SEI 35335 BEAVERTON OR,8201,($20.99),--
5/22/2023,5/18/2023,TST* Killer Burger - Ceda Beaverton OR,6918,($38.61),--
5/19/2023,5/17/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.28),--
5/19/2023,5/17/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($6.89),--
5/18/2023,5/17/2023,AMZN Mktp US*HU8N41VP3 Amzn.com/bill WA,8201,($9.99),--
5/18/2023,5/17/2023,BRIDGETOWN VET EMERGENCY PORTLAND OR,8201,($352.80),--
5/16/2023,5/16/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
5/16/2023,5/15/2023,KFC C748019 BEAVERTON OR,6918,($14.08),--
5/15/2023,5/15/2023,AMZN Mktp US*VO13W0LN3 Amzn.com/bill WA,6918,($17.09),--
5/15/2023,5/15/2023,AMZN Mktp US*F479I2WU3 Amzn.com/bill WA,6918,($17.09),--
5/15/2023,5/15/2023,AMZN MKTP US*D85HU5YQ3 AM AMZN.COM/BILL WA,6918,($17.09),--
5/16/2023,5/15/2023,AMZN MKTP US*1T6YY62K3 AM AMZN.COM/BILL WA,8201,($46.99),--
5/15/2023,5/14/2023,DELTA AIR 0062108400203 DELTA.COM CA,6918,($11.20),--
5/15/2023,5/14/2023,AMZN Mktp US*7T6QF8TJ3 Amzn.com/bill WA,6918,($17.09),--
5/15/2023,5/14/2023,AMZN Mktp US*NM6DK77N3 Amzn.com/bill WA,6918,($17.09),--
5/15/2023,5/14/2023,AMZN MKTP US*W420L5NC3 AM AMZN.COM/BILL WA,6918,($17.09),--
5/15/2023,5/14/2023,AMZN MKTP US*B61UB4DO3 AM AMZN.COM/BILL WA,8201,($30.99),--
5/15/2023,5/14/2023,PASTINI CEDAR HILLS BEAVERTON OR,6918,($50.45),--
5/15/2023,5/14/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($299.21),--
5/15/2023,5/14/2023,DELTA AIR 0062108637013 DELTA.COM CA,6918,($790.90),--
5/15/2023,5/13/2023,AMZN MKTP US AMZN.COM/BILAMZN.COM/BILL WA,8201,$43.88 ,--
5/15/2023,5/13/2023,AMZN Mktp US Amzn.com/bill WA,8201,$20.99 ,--
5/15/2023,5/13/2023,SQ *COMIDA KIN HILLSBORO OR,6918,($19.55),--
5/15/2023,5/13/2023,RED ROBIN NO 87 HILLSBORO OR,6918,($30.00),--
5/15/2023,5/13/2023,THE HOME DEPOT #4001 PORTLAND OR,6918,($49.81),--
5/15/2023,5/13/2023,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,($700.00),--
5/15/2023,5/12/2023,MICHAELS STORES 9887 BEAVERTON OR,6918,($51.97),--
5/15/2023,5/12/2023,SQ *STUMPTOWN ESCAP 877-417-4551 OR,6918,($73.98),--
5/11/2023,5/11/2023,MOB PAYMENT RECEIVED,6918,"$4,382.56 ",--
5/15/2023,5/11/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.28),--
5/12/2023,5/11/2023,CVS CarePass 800-746-7287 RI,8201,($5.00),--
5/12/2023,5/11/2023,SPOTIFY 877-778-1161 NY,6918,($9.99),--
5/12/2023,5/11/2023,Amazon Prime*P65D83NG3 Amzn.com/bill WA,6918,($14.99),--
5/11/2023,5/11/2023,AMZN Mktp US*0504K5DJ3 Amzn.com/bill WA,8201,($21.99),--
5/15/2023,5/11/2023,1830 GREAT CLIPS AT WALKE BEAVERTON OR,6918,($29.00),--
5/11/2023,5/11/2023,AMZN Mktp US*615G974P3 Amzn.com/bill WA,6918,($99.98),--
5/11/2023,5/10/2023,BEST BUY 00004515 BEAVERTON OR,6918,$69.99 ,--
5/12/2023,5/10/2023,7-ELEVEN 34135 BEAVERTON OR,8201,$68.98 ,--
5/11/2023,5/10/2023,AMZN MKTP US*UJ5GA2I63 AM AMZN.COM/BILL WA,6918,($23.99),--
5/11/2023,5/10/2023,AMZN Mktp US*P62GE5Z03 Amzn.com/bill WA,6918,($32.97),--
5/12/2023,5/10/2023,OFFICE DEPOT #3369 800-463-3768 OR,8201,($36.98),--
5/10/2023,5/10/2023,AMZN Mktp US*PP51A6JG3 Amzn.com/bill WA,6918,($43.97),--
5/11/2023,5/10/2023,AMZN Mktp US*5D6822KL3 Amzn.com/bill WA,8201,($44.76),--
5/12/2023,5/10/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($68.98),--
5/12/2023,5/10/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($73.18),--
5/10/2023,5/10/2023,AMZN Mktp US*3U5CX7LW3 Amzn.com/bill WA,6918,($113.98),--
5/11/2023,5/9/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.69),--
5/10/2023,5/9/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.70),--
5/9/2023,5/9/2023,Etsy.com - Multiple Shops 718-8557955 NY,8201,($11.87),--
5/9/2023,5/9/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
5/10/2023,5/9/2023,AMZN Mktp US*QC6TZ82Z3 Amzn.com/bill WA,6918,($38.69),--
5/10/2023,5/9/2023,AMZN Mktp US*OP0574YM3 Amzn.com/bill WA,6918,($59.98),--
5/10/2023,5/9/2023,BEST BUY 00004515 BEAVERTON OR,6918,($69.99),--
5/10/2023,5/9/2023,CHEWY.COM 800-672-4399 FL,8201,($75.99),--
5/10/2023,5/9/2023,WF WAYFAIR3869885816 866-263-8325 MA,8201,($171.98),--
5/11/2023,5/9/2023,THE HOME DEPOT 4001 PORTLAND OR,6918,($253.60),--
5/8/2023,5/8/2023,INTEREST CHARGE-CASH ADVA NCES,6918,($2.88),--
5/9/2023,5/8/2023,GOOGLE *YouTubePremium g.co/helppay# CA,6918,($7.92),--
5/10/2023,5/8/2023,CHICK-FIL-A #04048 BEAVERTON OR,6918,($15.08),--
5/8/2023,5/8/2023,AMZN Mktp US*BG0LI5OO3 Amzn.com/bill WA,8201,($25.45),--
5/8/2023,5/7/2023,AMZN Mktp US*ZP5U25U63 Amzn.com/bill WA,8201,($36.68),--
5/8/2023,5/7/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($53.97),--
5/8/2023,5/7/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($162.02),--
5/8/2023,5/6/2023,MOB PAYMENT RECEIVED,6918,"$11,465.99 ",--
5/8/2023,5/6/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.88),--
5/8/2023,5/6/2023,CVS/PHARMACY #11150 PORTLAND OR,6918,($11.51),--
5/8/2023,5/6/2023,SQ *WHITE BIRCH DESIGN CO Hillsboro OR,8201,($12.00),--
5/8/2023,5/6/2023,SQ *SALT & STRAW Beaverton OR,6918,($20.75),--
5/8/2023,5/6/2023,PETSMART # 0384 BEAVERTON OR,6918,($22.72),--
5/8/2023,5/6/2023,SQ *HABITAT FOR HUMANITY Beaverton OR,6918,($23.00),--
5/8/2023,5/6/2023,OCHOAS CATERING & EVENTS HILLSBORO OR,6918,($33.35),--
5/8/2023,5/6/2023,PETSMART # 0384 BEAVERTON OR,6918,($59.49),--
5/8/2023,5/6/2023,VISTAPETHOSPITAL.NET 503-2972218 OR,8201,($100.00),--
5/8/2023,5/6/2023,VISTAPETHOSPITAL.NET 503-2972218 OR,8201,($121.00),--
5/8/2023,5/6/2023,YSI*Pallas Apartment Home 503-6055000 OR,6918,"($2,882.37)",--
5/8/2023,5/5/2023,TRIPLE 7 STATION BEAVERTON OR,6918,($20.00),--
5/8/2023,5/5/2023,BB DINER BEAVERTON #30 BEAVERTON OR,6918,($24.97),--
5/5/2023,5/5/2023,CHEWY.COM 800-672-4399 FL,8201,($33.41),--
5/8/2023,5/5/2023,DAVE & BUSTERS #63 HAPPY VALLEY OR,6918,($130.12),--
5/5/2023,5/4/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($8.38),--
5/5/2023,5/4/2023,BNC SERVICES 800-325-3252 MO,6918,($56.25),--
5/5/2023,5/4/2023,AMZN Mktp US*UQ7AW1KJ3 Amzn.com/bill WA,6918,($84.95),--
5/4/2023,5/3/2023,7-ELEVEN 34135 BEAVERTON OR,8201,($2.79),--
5/4/2023,5/3/2023,F15 CAFE ALOHA OR,6918,($7.17),--
5/3/2023,5/3/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
5/3/2023,5/3/2023,HOME ASSISTANT CLOUD HTTPSWWW.NABU CA,6918,($65.00),--
5/2/2023,5/2/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
5/4/2023,5/2/2023,THE HOME DEPOT #4001 PORTLAND OR,6918,($32.37),--
5/3/2023,5/2/2023,AMZN Mktp US*J41JR73M3 Amzn.com/bill WA,6918,($89.97),--
5/3/2023,5/2/2023,AMZN Mktp US*HM1XQ05F1 Amzn.com/bill WA,6918,($125.97),--
5/3/2023,5/2/2023,BEST BUY 00004515 BEAVERTON OR,6918,($279.98),--
5/1/2023,5/1/2023,Prime Video*HM37P3A82 888-802-3080 WA,6918,($8.99),--
5/1/2023,5/1/2023,IPSY GLAM BAG HELP.IPSY.COM CA,6918,($14.99),--
5/3/2023,5/1/2023,FIREHOUSE SUBS 1062 QSR BEAVERTON OR,6918,($16.47),--
5/2/2023,5/1/2023,Amazon.com*TB4U50U43 Amzn.com/bill WA,8201,($17.95),--
5/1/2023,5/1/2023,AMZN Mktp US*HM03C1EU1 Amzn.com/bill WA,8201,($20.99),--
5/3/2023,5/1/2023,THE HOME DEPOT 4001 PORTLAND OR,6918,($208.58),--
5/2/2023,5/1/2023,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($228.22),--
5/2/2023,4/30/2023,REAL DEBRID LEVALLOIS PER,6918,($3.31),--
5/1/2023,4/30/2023,WALGREENS #15071 PORTLAND OR,8201,($3.43),--
5/2/2023,4/30/2023,REAL DEBRID LEVALLOIS PER,6918,($5.52),--
5/1/2023,4/30/2023,NOODLES & CO 812 HILLSBORO OR,6918,($12.25),--
5/1/2023,4/30/2023,FRED M FUEL #9482 Q76 BEAVERTON OR,8201,($33.55),--
5/1/2023,4/30/2023,76 - SEI 35335 BEAVERTON OR,8201,($77.37),--
5/1/2023,4/30/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($113.61),--
5/1/2023,4/30/2023,MACYS TANASBOURNE HILLSBORO OR,8201,($199.05),--
5/1/2023,4/29/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($2.59),--
5/1/2023,4/29/2023,WWW.OMSI.EDU 150-37974000 OR,6918,($5.00),--
5/1/2023,4/29/2023,WWW.OMSI.EDU 150-37974000 OR,6918,($5.50),--
5/1/2023,4/29/2023,SQ *PUPPERNICKEL MARKET Beaverton OR,8201,($10.00),--
5/1/2023,4/29/2023,SQ *DIVISION PINE STATE B Portland OR,6918,($17.00),--
5/1/2023,4/29/2023,WWW.OMSI.EDU 150-37974000 OR,6918,($17.00),--
5/1/2023,4/29/2023,VIRTUOUS PIE INC PORTLAND OR,6918,($19.00),--
5/1/2023,4/29/2023,ARCO#06029ROSS ISLAND AR PORTLAND OR,6918,($20.00),--
5/1/2023,4/29/2023,WWW.OMSI.EDU WWW.OMSI.EDU OR,6918,($32.00),--
5/1/2023,4/29/2023,PLEXINCPASS LIFETIME PLEX.TV CA,6918,($119.99),--
5/1/2023,4/29/2023,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($202.36),--
5/1/2023,4/28/2023,KFC C748019 BEAVERTON OR,6918,($17.38),--
4/28/2023,4/27/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($10.97),--
4/28/2023,4/27/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($31.75),--
5/1/2023,4/27/2023,THE HOME DEPOT 4001 PORTLAND OR,6918,($632.55),--
4/27/2023,4/26/2023,AMZN Mktp US*HF7M877O0 Amzn.com/bill WA,8201,($9.99),--
4/28/2023,4/26/2023,SHELL OIL 57443144209 PORTLAND OR,6918,($10.00),--
4/28/2023,4/26/2023,SHELL OIL 57443144209 PORTLAND OR,8201,($33.99),--
4/26/2023,4/25/2023,76 - SEI 35335 BEAVERTON OR,8201,($20.49),--
4/26/2023,4/25/2023,BEST BUY 00004515 BEAVERTON OR,6918,($239.98),--
4/26/2023,4/24/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($31.65),--
4/24/2023,4/24/2023,AMZN MKTP US*HF6PE6F72 AM AMZN.COM/BILL WA,8201,($67.87),--
4/25/2023,4/24/2023,AMZN Mktp US*HF1JU95P0 Amzn.com/bill WA,8201,($89.99),--
4/24/2023,4/23/2023,AMZN MKTP US*HV13Q6I62 AM AMZN.COM/BILL WA,8201,($9.99),--
4/24/2023,4/23/2023,AMZN Mktp US*HF7DE0190 Amzn.com/bill WA,8201,($15.99),--
4/24/2023,4/23/2023,AMZN Mktp US*HF0KA81K0 Amzn.com/bill WA,8201,($86.99),--
4/24/2023,4/23/2023,GEICO *AUTO 800-841-3000 DC,6918,($116.64),--
4/24/2023,4/23/2023,AMZN Mktp US*HF79G5G40 Amzn.com/bill WA,6918,($125.91),--
4/24/2023,4/22/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.20),--
4/24/2023,4/22/2023,GOOGLE *Google Play g.co/helppay# CA,6918,($4.51),--
4/24/2023,4/22/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($7.19),--
4/24/2023,4/22/2023,ROSS STORES #1038 BEAVERTON OR,6918,($8.98),--
4/24/2023,4/22/2023,MCDONALD'S F2160 BEAVERTON OR,6918,($10.00),--
4/24/2023,4/22/2023,TST* Big Als - Beaverton Beaverton OR,6918,($10.92),--
4/24/2023,4/22/2023,SQ *THE MOCKING BIRD Beaverton OR,8201,($23.50),--
4/24/2023,4/22/2023,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($28.00),--
4/24/2023,4/22/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($34.72),--
4/24/2023,4/22/2023,KINGPINS - BEAVERTON - BO BEAVERTON OR,6918,($40.99),--
4/24/2023,4/22/2023,OFFICE DEPOT #3369 BEAVERTON OR,8201,($44.86),--
4/24/2023,4/22/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($190.39),--
4/21/2023,4/21/2023,MOB PAYMENT RECEIVED,6918,"$9,000.00 ",--
4/24/2023,4/21/2023,BIG ALS - BEAVERTON - EMB BEAVERTON OR,6918,($32.00),--
4/24/2023,4/21/2023,SUSHI CHIYO BEAVERTON OR,6918,($45.40),--
4/24/2023,4/20/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.69),--
4/21/2023,4/20/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($56.47),--
4/21/2023,4/20/2023,BNC SERVICES 800-325-3252 MO,6918,($77.96),--
4/20/2023,4/19/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($6.99),--
4/19/2023,4/19/2023,SQ *SALT & STRAW Beaverton OR,6918,($17.00),--
4/21/2023,4/19/2023,TST* Killer Burger - Ceda Beaverton OR,6918,($34.65),--
4/18/2023,4/18/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
4/19/2023,4/18/2023,VISTAPETHOSPITAL.NET HTTPSVISTAPET OR,8201,($75.00),--
4/19/2023,4/17/2023,INTEL RA4 CAFE HILLSBORO OR,6918,($6.00),--
4/18/2023,4/17/2023,KFC C748019 BEAVERTON OR,6918,($14.08),--
4/17/2023,4/16/2023,BIG ALS - BEAVERTON - EMB BEAVERTON OR,6918,($3.10),--
4/17/2023,4/16/2023,TST* Big Als - Beaverton Beaverton OR,6918,($8.50),--
4/17/2023,4/16/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($8.68),--
4/17/2023,4/16/2023,CHEGG ORDER 855-440-1323 CA,6918,($19.95),--
4/17/2023,4/16/2023,TST* Big Als - Beaverton Beaverton OR,6918,($67.78),--
4/17/2023,4/16/2023,CHEWY.COM 800-672-4399 FL,8201,($121.57),--
4/17/2023,4/16/2023,FRED-MEYER #0482 BEAVERTON OR,8201,($225.89),--
4/17/2023,4/15/2023,7-ELEVEN 37939 PORTLAND OR,6918,($6.27),--
4/17/2023,4/15/2023,BIG ALS - BEAVERTON - EMB BEAVERTON OR,6918,($30.00),--
4/17/2023,4/15/2023,BEST BUY 00004515 BEAVERTON OR,6918,($849.95),--
4/14/2023,4/14/2023,OLO VG 0008 CHC - CEDAR olo.com OR,8201,($17.25),--
4/17/2023,4/13/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($4.20),--
4/14/2023,4/13/2023,KFC C748019 BEAVERTON OR,6918,($14.08),--
4/14/2023,4/13/2023,WWW.OMSI.EDU WWW.OMSI.EDU OR,6918,($29.00),--
4/14/2023,4/13/2023,76 - SEI 35335 BEAVERTON OR,8201,($39.77),--
4/13/2023,4/12/2023,SQ *SALT & STRAW Beaverton OR,6918,($17.00),--
4/12/2023,4/12/2023,AMZN Mktp US*HJ5DG4QH0 Amzn.com/bill WA,6918,($68.99),--
4/12/2023,4/11/2023,CHEVRON 0207195 HILLSBORO OR,6918,($2.79),--
